entity_label,entity_name,document_path,chunk_index
Technology,knowledge graphs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,15
Technology,GenAI applications,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,15
Concept,information retrieval,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,15
Technology,LLMs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,0
Technology,embeddings,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,0
Technology,GraphRAG,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,0
Technology,graph databases,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,0
Technology,vector RAG,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,0
Concept,relevant and useful context,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,0
Concept,relationships and structure within a graph,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,0
Technology,GraphRAG,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,1
Benefit,Richer Context,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,1
Benefit,Improved Accuracy,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,1
Benefit,Explainability,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,1
Concept,Graphs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,1
Concept,Vector Similarity,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,1
Concept,Graph Traversal,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,1
Concept,Retrieval,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,1
Technology,vector search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Technology,GraphRAG,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Technology,full-text search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Technology,text-to-cypher search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Technology,graph traversal,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Technology,Graph-Enhanced Vector Search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Technology,graphs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Benefit,flexible queries,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Benefit,enhanced reasoning,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Benefit,easier understanding of why certain results were retrieved,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Benefit,recommendations,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Benefit,knowledge discovery,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Process,"combining full-text, vector, and text-to-cypher searches",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Process,combining vector search and graph traversal,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2
Technology,vector search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,3
Technology,GraphRAG,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,3
Technology,graph traversal,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,3
Concept,semantic similarity,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,3
Process,query submission,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,3
Process,finding similar nodes with vector search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,3
Process,traversing the graph to find related nodes or entities,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,3
Benefit,retrieval of relevant documents,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,3
Benefit,finding related entities or concepts,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,3
Technology,LLM,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4
Concept,User query,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4
Technology,Vector search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4
Technology,Graph,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4
Concept,Entities and relationships,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4
Process,Find related nodes or entities,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4
Process,Score related data by relevance,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4
Process,Use relevant results as context,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4
Benefit,Semantically similar data retrieval,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4
Benefit,Relevant context for the LLM,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4
Technology,vector search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Concept,actors,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Concept,user ratings,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Concept,movie plots,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Technology,graph traversal,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Technology,Movie Plot Graph Enhanced Search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Technology,Cypher query,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Concept,directors,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Concept,genres,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Concept,themes,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Concept,connections,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Concept,LLM,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Process,"Add related actors, directors, or genres",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Process,Find other movies with similar themes or connections,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Process,Use user ratings to filter or rank results,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Process,Perform a vector search for movie plots,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Process,Traverse the graph,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Benefit,Enhanced movie plot search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Benefit,Most relevant results used as context for the LLM,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5
Technology,db.index.vector.queryNodes,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Technology,genai.vector.encode,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Example,A mysterious spaceship lands Earth,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Technology,Vector Search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Technology,Graph Traversal,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Concept,Movie Plots,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Process,Search for movie plots using vector search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Process,"Traverse the graph to find related actors, genres, and user ratings",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Benefit,Additional Context,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Concept,Actors,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Concept,Genres,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Concept,User Ratings,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6
Concept,Similarity score,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,7
Process,Traverse the graph,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,7
Technology,Graph query,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,7
Benefit,"Find related actors, genres, and user ratings",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,7
Example,"Query to return titles, plots, genres, actors, similarity scores, and average user ratings",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,7
Technology,OpenAI API,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,7
Process,Replace the placeholder with an OpenAI API key,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,7
Concept,User rating,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,7
Technology,vector search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,8
Technology,OpenAI API,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,8
Technology,Full Text Search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,8
Technology,graph-enhanced search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,8
Benefit,improved information retrieval,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,8
Benefit,finding semantically similar content,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,8
Concept,API key,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,8
Technology,Vector search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,9
Technology,Full text search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,9
Benefit,Finding semantically similar content,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,9
Benefit,Matching specific keywords or phrases,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,9
Benefit,Quickly locating entities by exact name matches,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,9
Benefit,Refining results by filtering out irrelevant content,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,9
Example,Looking for a movie or actor by name,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,9
Technology,Neo4j,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10
Technology,Text to Cypher,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10
Technology,vector search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10
Technology,GraphRAG,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10
Technology,full text search,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10
Resource,full-text indexes,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10
Concept,natural language,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10
Concept,information needs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10
Process,filtering out irrelevant content based on specific keywords or phrases,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10
Benefit,refined results,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10
Technology,Knowledge Graphs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,0
Concept,real-world entities,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,0
Concept,relationships,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,0
Concept,attributes,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,0
Benefit,comprehensive and interconnected understanding of the information,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,0
Technology,Generative AI applications,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,0
Benefit,"structured, interconnected data",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,0
Technology,Neo4j,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1
Technology,Generative AI applications,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1
Technology,knowledge graphs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1
Concept,"structured, interconnected data",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1
Benefit,enhanced context,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1
Benefit,reasoning,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1
Benefit,accuracy in generated responses,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1
Technology,search engines,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1
Benefit,"information about people, places, and things",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1
Resource,neo4j-google-knowledge-graph.svg,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1
Technology,Neo4j,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2
Benefit,Holistic View,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2
Benefit,Complex Queries,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2
Benefit,Analytics,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2
Benefit,Insights,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2
Concept,Relationships Between Data,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2
Technology,Knowledge Graphs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2
Example,Neo4j knowledge graph example,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2
Concept,Data Sources,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2
Process,Integration from Diverse Sources,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2
Technology,Neo4j,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,3
Technology,Knowledge Graphs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,3
Benefit,Holistic view,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,3
Benefit,"Complex queries, analytics, and insights",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,3
Benefit,Adaptability to new information and structure changes,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,3
Concept,"Complex, interconnected data",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,3
Technology,Neo4j,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,4
Technology,Knowledge Graphs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,4
Concept,relationships,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,4
Concept,graph-based model,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,4
Concept,nodes,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,4
Concept,organizing principles,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,4
Benefit,"representing and querying complex, interconnected data",/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,4
Technology,Knowledge graphs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,5
Concept,Organizing principles,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,5
Technology,GraphAcademy,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,5
Example,course -> modules -> lessons,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,5
Benefit,flexibility,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,5
Concept,data descriptions,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,5
Concept,vocabulary,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,5
Concept,Data,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,6
Technology,Graph,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,6
Concept,Organizing principles,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,6
Technology,GraphAcademy,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,6
Benefit,Complex queries and analytics,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,6
Technology,Knowledge graphs,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,7
Technology,Generative AI applications,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,7
Concept,Organizing principles,/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,7
